ED,WARD,APGRECNO,PEAST,PNORTH,UPDDATE,Geometry,EAST,NORTH,LENGTH,AREA,MINEAST,MINNORTH,MAXEAST,MAXNORTH
IB,St Andrews,25,373679654,427577379,24/09/2013,"POLYGON((373915.978 427443.394, 373872.339 427409.755, 373847.792 427409.755, 373805.061 427405.209, 373769.604 427388.844, 373717.782 427352.478, 373669.597 427314.294, 373620.503 427292.474, 373576.863 427286.11, 373525.951 427284.746, 373465.037 427281.11, 373438.672 427284.746, 373379.577 427323.84, 373358.666 427342.932, 373280.479 427404.755, 373285.934 427441.121, 373325.936 427414.755, 373343.21 427402.936, 373362.303 427388.39, 373390.486 427376.571, 373386.85 427404.755, 373385.032 427422.938, 373377.758 427436.575, 373373.213 427455.667, 373373.213 427469.305, 373379.577 427478.396, 373395.941 427488.397, 373411.397 427495.67, 373424.125 427513.853, 373426.853 427532.036, 373427.762 427564.766, 373425.944 427593.859, 373441.399 427600.678, 373454.127 427621.588, 373479.584 427668.864, 373497.767 427697.957, 373493.221 427707.958, 373485.039 427712.504, 373470.492 427734.324, 373476.856 427746.143, 373499.585 427759.78, 373516.859 427764.326, 373524.132 427783.418, 373535.042 427796.146, 373551.407 427846.15, 373579.591 427839.786, 373632.322 427834.331, 373647.777 427843.422, 373659.597 427851.605, 373677.78 427873.424, 373727.783 427931.61, 373807.789 427873.424, 373853.247 427844.331, 373866.884 427834.331, 373884.158 427807.965, 373895.068 427777.054, 373912.342 427761.598, 373933.252 427767.053, 373951.435 427767.053, 373962.345 427753.416, 373969.619 427726.141, 373968.709 427687.957, 373978.71 427668.864, 373996.893 427655.227, 374010.531 427647.045, 374026.895 427607.042, 374031.441 427565.221, 373995.984 427537.946, 373966.891 427512.49, 373949.617 427489.761, 373935.98 427467.032, 373915.978 427443.394))",373679.653,427577.379,2365.849,270935.22,373280.478,427281.109,374031.44,427931.609
IC,St Andrews,26,373490684,427965670,24/09/2013,"POLYGON((373285.934 427442.485, 373315.027 427698.867, 373328.664 427819.784, 373341.392 427929.792, 373350.484 428031.163, 373357.757 428116.624, 373365.03 428194.811, 373374.122 428258.452, 373414.125 428248.451, 373460.491 428253.906, 373496.858 428263.907, 373522.314 428274.817, 373566.863 428306.182, 373626.867 428348.004, 373679.598 428394.371, 373711.418 428354.368, 373730.511 428305.273, 373746.875 428295.273, 373751.421 428270.725, 373733.238 428234.359, 373741.421 428214.358, 373738.693 428198.902, 373760.513 428169.809, 373764.149 428148.899, 373755.058 428142.534, 373733.238 428133.443, 373714.146 428122.533, 373705.054 428108.896, 373707.782 428092.531, 373708.691 428073.439, 373700.509 428057.074, 373682.325 428027.072, 373663.233 427999.797, 373638.686 427989.796, 373613.23 427986.16, 373584.137 427965.249, 373583.227 427939.338, 373549.589 427849.332, 373534.133 427792.964, 373525.951 427786.6, 373515.041 427761.144, 373495.949 427758.416, 373472.31 427742.961, 373473.22 427732.051, 373485.948 427712.958, 373497.767 427696.594, 373482.311 427670.228, 373445.036 427608.86, 373443.217 427603.405, 373424.125 427594.314, 373426.853 427537.037, 373422.307 427509.762, 373407.76 427494.307, 373387.759 427484.306, 373373.213 427475.214, 373371.394 427459.759, 373375.94 427436.121, 373385.032 427419.756, 373391.396 427378.844, 373375.94 427385.208, 373355.029 427393.39, 373331.391 427409.755, 373300.48 427432.484, 373285.934 427442.485))",373490.684,427965.669,2557.838,212641.089,373285.934,427378.843,373764.148,428394.37
JA,Immanuel,44,374922802,427023220,24/09/2013,"POLYGON((375342.071 426926.552, 375364.483 426900.405, 375387.574 426877.993, 375414.061 426850.828, 375431.719 426818.568, 375476.542 426747.258, 375512.537 426690.889, 375532.232 426657.611, 375441.227 426622.295, 375372.633 426597.167, 375314.227 426574.755, 375225.259 426542.156, 375035.438 426469.488, 374943.753 426596.827, 374909.117 426643.009, 374868.029 426698.699, 374827.62 426751.672, 374781.438 426805.325, 374754.951 426849.13, 374716.919 426902.782, 374690.432 426938.777, 374659.871 426986.996, 374636.101 427030.461, 374621.839 427054.911, 374584.486 427091.924, 374550.529 427119.09, 374494.839 427159.159, 374450.694 427182.25, 374364.443 427221.641, 374292.454 427257.635, 374404.512 427486.507, 374459.523 427451.192, 374524.721 427502.127, 374542.379 427485.149, 374565.47 427516.39, 374577.694 427501.448, 374652.739 427511.636, 374728.125 427523.86, 374738.991 427523.86, 374749.178 427527.256, 374753.253 427523.86, 374751.895 427514.352, 374758.007 427512.315, 374773.627 427517.748, 374774.306 427506.881, 374782.456 427493.978, 374787.889 427485.828, 374795.36 427490.582, 374808.943 427478.357, 374817.093 427462.737, 374820.488 427449.833, 374836.788 427455.266, 374846.296 427468.849, 374867.349 427464.095, 374868.028 427456.625, 374873.462 427451.871, 374876.857 427445.079, 374880.253 427432.855, 374896.552 427419.272, 374905.381 427428.101, 374915.569 427423.347, 374920.323 427421.988, 374930.51 427411.801, 374935.943 427412.48, 374938.659 427406.368, 374942.734 427396.86, 374944.093 427385.994, 374956.996 427381.24, 374967.184 427373.769, 374979.408 427363.582, 374997.745 427349.32, 375024.232 427327.927, 375031.023 427320.456, 375038.494 427302.119, 375051.397 427300.761, 375063.622 427296.007, 375076.526 427279.028, 375073.809 427271.558, 375069.055 427252.542, 375072.451 427240.996, 375073.13 427231.488, 375086.034 427220.622, 375097.579 427211.114, 375112.52 427207.718, 375130.178 427189.381, 375136.291 427185.306, 375148.515 427174.44, 375158.023 427166.97, 375179.077 427139.804, 375185.189 427137.766, 375199.451 427111.959, 375217.109 427101.772, 375221.184 427092.264, 375227.975 427083.435, 375228.654 427071.889, 375240.2 427067.814, 375242.916 427059.665, 375251.745 427048.798, 375249.708 427042.686, 375259.895 427033.178, 375261.253 427025.028, 375265.328 427022.312, 375274.157 427014.162, 375281.628 427005.333, 375299.964 426970.697, 375295.21 426954.397, 375342.071 426926.552))",374922.802,427023.22,3610.084,597133.672,374292.454,426469.488,375532.232,427527.255
JB,Immanuel,45,374265271,426938970,24/09/2013,"POLYGON((374779.061 426807.363, 374698.243 426670.855, 374643.912 426577.812, 374624.896 426545.213, 374549.511 426419.231, 374500.612 426404.969, 374445.601 426387.312, 374409.607 426377.124, 374340.674 426310.908, 374314.187 426287.138, 374318.262 426386.293, 374317.583 426439.945, 374313.508 426498.352, 374313.508 426528.234, 374312.829 426547.59, 374314.187 426595.809, 374331.166 426661.686, 374221.824 426709.227, 374096.182 426778.839, 373978.011 426887.502, 373882.93 426966.962, 373875.46 426978.507, 373863.235 426990.732, 373851.69 427004.994, 373839.805 427027.745, 373833.693 427047.44, 373828.939 427063.061, 373818.072 427078.002, 373804.489 427083.435, 373783.436 427085.472, 373767.816 427093.622, 373762.382 427109.922, 373766.457 427130.975, 373703.297 427202.964, 373698.543 427221.301, 373691.072 427264.767, 373683.602 427324.871, 373701.259 427339.133, 373738.612 427366.978, 373772.57 427391.427, 373806.527 427406.368, 373873.762 427411.122, 373914.511 427443.042, 373949.147 427407.047, 373989.217 427362.903, 374040.832 427310.609, 374067.318 427292.951, 374120.971 427260.352, 374136.591 427259.673, 374150.174 427272.577, 374180.057 427318.759, 374295.511 427256.956, 374390.251 427209.416, 374448.658 427184.288, 374503.669 427154.406, 374570.904 427104.828, 374619.123 427057.967, 374642.214 427019.595, 374678.209 426954.397, 374704.016 426922.478, 374739.332 426872.9, 374779.061 426807.363))",374265.271,426938.97,3540.557,557271.933,373683.602,426287.137,374779.06,427443.042
JC,Immanuel,46,373593291,426343777,24/09/2013,"POLYGON((373684.743 427327.929, 373690.683 427270.753, 373703.307 427204.665, 373765.681 427131.152, 373761.969 427112.217, 373766.424 427098.851, 373770.137 427092.911, 373778.305 427088.455, 373786.473 427084.743, 373801.324 427084.743, 373816.918 427080.287, 373828.056 427069.892, 373833.254 427056.526, 373836.967 427040.189, 373839.937 427026.081, 373850.333 427009.002, 373856.273 427000.091, 373863.699 426990.438, 373874.095 426980.042, 373877.807 426969.647, 373929.786 426928.063, 373976.567 426887.965, 374030.403 426838.586, 374068.273 426806.656, 374095.005 426779.924, 374176.686 426734.628, 374219.012 426711.609, 374274.704 426687.847, 374331.138 426662.6, 374314.059 426592.8, 374314.059 426564.212, 374311.089 426551.588, 374313.317 426509.263, 374313.317 426495.897, 374317.029 426465.452, 374317.029 426430.552, 374318.514 426390.454, 374314.059 426286.125, 374297.723 426251.225, 374287.327 426225.978, 374278.416 426211.127, 374258.367 426186.623, 374247.229 426165.088, 374238.318 426127.961, 374223.467 426110.139, 374179.657 426100.486, 374111.713 426082.665, 374112.455 426017.692, 374111.713 425990.959, 374109.485 425957.544, 374108 425917.446, 374102.059 425855.072, 374099.089 425800.123, 374117.653 425754.827, 374129.534 425721.412, 374140.672 425693.937, 374127.306 425655.324, 374113.94 425623.394, 374100.574 425580.326, 374018.893 425604.088, 373893.401 425636.76, 373766.424 425674.631, 373664.694 425702.105, 373459.377 425758.91, 373324.974 425797.523, 373241.808 425819.8, 373124.484 425853.215, 372964.092 425899.253, 372874.985 425921.53, 372786.621 425947.519, 372760.632 425953.46, 372757.662 426039.967, 372756.176 426086.006, 372753.206 426146.153, 372751.721 426207.785, 372746.523 426312.856, 372745.781 426340.331, 372744.296 426390.825, 372743.553 426459.14, 372745.038 426506.663, 372731.672 426514.089, 372748.008 426519.287, 372811.868 426534.138, 372883.896 426534.138, 372957.409 426514.831, 373010.131 426502.208, 373091.069 426487.357, 373132.652 426476.961, 373149.731 426471.021, 373162.355 426472.506, 373189.829 426519.287, 373216.561 426561.612, 373248.12 426586.488, 373260.001 426634.754, 373267.426 426662.228, 373283.763 426695.643, 373309.009 426755.79, 373349.85 426854.179, 373359.503 426877.198, 373388.463 426944.77, 373412.967 427007.145, 373439.699 427067.292, 373472.372 427148.231, 373505.787 427228.427, 373526.578 427285.604, 373557.023 427285.604, 373599.349 427289.316, 373627.566 427295.999, 373663.951 427311.593, 373684.743 427327.929))",373593.291,426343.777,5671.991,1576877.077,372731.672,425580.326,374331.137,427327.929
JD,Immanuel,43,374733651,425233206,24/09/2013,"POLYGON((373394.321 423423.592, 373284.356 423553.293, 373258.98 423657.618, 373253.341 423783.09, 373194.129 423895.874, 373115.18 424101.704, 373067.247 424225.766, 372903.711 424330.091, 372962.922 424330.091, 372867.056 424839.028, 372844.499 424968.729, 372807.845 425160.461, 372790.927 425309.9, 372779.649 425467.797, 372768.37 425597.499, 372759.912 425955.587, 374099.219 425580.581, 374141.513 425693.365, 374099.219 425800.509, 374106.268 425914.703, 374111.907 426013.389, 374111.907 426083.879, 374224.691 426109.255, 374238.789 426128.992, 374247.248 426165.647, 374286.722 426224.858, 374314.918 426286.889, 374410.784 426377.116, 374551.764 426422.23, 374780.151 426808.514, 374856.28 426712.648, 374890.115 426667.535, 375033.914 426470.163, 375532.983 426656.256, 375417.379 426842.349, 375344.07 426924.118, 375490.689 426935.396, 375462.493 426980.51, 375516.065 427017.164, 375524.524 427093.293, 375580.916 427113.03, 375606.292 427127.128, 375611.931 427132.768, 375645.766 427129.948, 375662.684 427146.866, 375642.932 427223.339, 375690.88 427231.453, 375704.978 427222.995, 375789.566 427254.01, 375845.958 427279.387, 375922.087 427307.583, 375926.135 427235.563, 375941.824 427200.438, 375961.561 427200.438, 375995.396 427158.144, 376019.178 427129.617, 376068.756 427115.355, 376113.819 427141.226, 376151.611 427108.563, 376159.761 427116.713, 376167.232 427120.788, 376236.471 427014.345, 376335.157 426871.955, 376385.91 426835.301, 376456.4 426770.45, 376662.23 426623.831, 376645.313 426601.274, 376628.395 426592.815, 376597.38 426609.733, 376566.364 426618.192, 376538.168 426626.651, 376504.333 426612.553, 376481.776 426618.192, 376416.926 426567.439, 376354.894 426533.604, 376292.863 426502.588, 376290.044 426460.295, 376321.059 426446.197, 376340.796 426381.346, 376366.173 426341.872, 376380.271 426291.119, 376352.075 426268.562, 376295.683 426257.284, 376236.471 426262.923, 376168.801 426288.299, 376137.786 426257.284, 376174.44 426164.237, 376180.08 426110.665, 376199.817 426051.453, 376199.817 426040.175, 376143.425 425989.422, 375975.659 425801.919, 376102.54 425700.414, 376116.638 425691.955, 376263.257 425562.254, 376277.355 425573.532, 376347.845 425505.862, 376457.809 425429.733, 376486.005 425339.506, 376655.181 425190.067, 376652.361 425142.134, 376573.413 425012.433, 376548.036 424944.762, 376491.644 424831.979, 376271.716 424511.954, 375931.955 424348.419, 375714.846 424261.011, 375345.48 424120.032, 374947.917 423976.232, 374829.494 423933.938, 374347.344 423838.072, 373986.436 423767.582, 373394.321 423423.592))",374733.651,425233.206,15323.334,8438710.975,372759.912,423423.592,376662.229,427307.582
KA,St Oswalds,31,372351315,424885629,24/09/2013,"POLYGON((371305.464 426081.621, 371307.485 426087.179, 371367.101 426098.293, 371518.667 426119.513, 371845.544 426165.993, 371960.734 426179.129, 372156.759 426205.4, 372395.223 426242.786, 372423.515 426264.005, 372585.691 426114.966, 372679.661 426033.12, 372758.476 425961.379, 372764.538 425841.642, 372763.528 425769.901, 372780.705 425450.097, 372789.799 425307.626, 372822.133 425074.72, 372893.874 424704.394, 372961.574 424333.058, 372897.916 424333.058, 373044.43 424238.077, 373069.691 424214.836, 373169.724 423968.795, 373247.528 423784.895, 373255.612 423694.966, 373272.789 423589.375, 373295.019 423542.895, 373344.53 423479.237, 373391.01 423417.6, 373225.804 423320.598, 373165.177 423289.275, 373142.948 423274.118, 373084.342 423273.108, 372980.267 423274.118, 372964.1 423284.223, 372925.703 423243.805, 372907.515 423238.753, 372833.753 423224.607, 372821.628 423234.711, 372796.367 423238.753, 372766.054 423255.425, 372736.751 423278.665, 372714.522 423299.884, 372689.261 423323.124, 372670.062 423343.333, 372660.968 423344.343, 372654.906 423361.521, 372644.801 423372.636, 372629.645 423374.657, 372609.436 423384.761, 372593.269 423408.001, 372583.164 423416.085, 372557.904 423434.272, 372547.799 423458.523, 372543.757 423475.7, 372532.643 423489.847, 372516.476 423499.951, 372495.256 423520.16, 372449.787 423571.692, 372416.442 423606.047, 372377.035 423620.698, 372358.847 423663.137, 372374.004 423704.565, 372387.139 423740.941, 372396.233 423748.014, 372400.275 423777.316, 372404.317 423794.494, 372410.379 423805.609, 372412.4 423819.755, 372420.484 423849.057, 372441.703 423856.131, 372446.755 423871.287, 372475.048 423891.496, 372469.995 423911.705, 372491.215 423942.018, 372474.037 423964.248, 372429.073 424008.201, 372346.217 424091.057, 371961.239 424369.433, 371920.822 424419.955, 371794.517 424566.469, 371715.703 424646.293, 371615.669 424739.759, 371589.398 424764.009, 371541.907 424810.49, 371512.604 424834.74, 371478.249 424843.834, 371539.886 424878.189, 371539.886 424891.325, 371571.21 424991.358, 371552.011 425164.648, 371530.792 425285.901, 371516.646 425499.609, 371495.427 425779.5, 371305.464 426081.621))",372351.315,424885.629,8706.675,3136733.84,371305.463,423224.607,373391.01,426264.005
KB,St Oswalds,30,371754936,426944761,24/09/2013,"POLYGON((371634.362 428244.465, 371714.187 428033.284, 371711.156 428003.476, 371682.864 427989.33, 371683.874 427940.829, 371682.864 427938.808, 371598.997 427800.378, 371617.185 427679.125, 371618.196 427645.276, 371618.196 427510.887, 371623.248 427393.676, 371630.321 427254.741, 371635.373 427215.334, 371647.498 427098.123, 371691.452 427127.426, 371740.964 427164.812, 371801.59 427199.167, 371836.956 427201.188, 371887.478 427189.063, 372025.908 427229.48, 372127.962 427252.72, 372223.954 427250.699, 372255.277 427236.553, 372310.851 427223.418, 372356.321 427189.063, 372383.603 427195.125, 372452.313 427167.843, 372521.023 427157.739, 372623.077 427170.875, 372672.589 427216.344, 372697.85 427033.455, 372713.006 426934.432, 372710.985 426890.478, 372711.996 426798.528, 372698.86 426571.179, 372708.964 426530.257, 372713.006 426506.006, 372733.215 426513.079, 372741.298 426509.038, 372759.486 425959.359, 372425.031 426262.49, 372394.718 426242.282, 372333.586 426233.188, 372228.501 426215, 372053.695 426189.739, 371787.949 426157.405, 371600.513 426130.123, 371447.937 426109.914, 371305.465 426085.664, 371231.703 426204.39, 371086.199 426415.572, 371085.189 426577.747, 371076.095 426921.801, 371069.022 427020.824, 371072.053 427074.378, 371054.876 427119.847, 371017.49 427180.474, 371010.416 427251.204, 371011.427 427310.315, 371009.406 427363.868, 370999.302 427378.014, 370994.249 427403.275, 370990.208 427415.401, 370967.978 427417.421, 370956.863 427428.536, 370961.915 427448.745, 370982.124 427476.027, 370984.145 427496.236, 370985.155 427510.382, 370996.27 427521.497, 370988.187 427540.695, 370985.155 427554.841, 370984.145 427576.06, 370976.062 427610.415, 370963.936 427641.739, 370958.884 427649.822, 370964.947 427663.969, 370965.957 427682.156, 370956.863 427695.292, 370944.738 427703.376, 370948.78 427740.762, 370968.483 427759.455, 370961.41 427763.496, 370966.462 427789.768, 370976.567 427810.987, 370990.713 427816.039, 370998.796 427815.029, 371023.047 427816.039, 371031.13 427819.071, 371027.089 427841.3, 371010.922 427855.446, 371036.183 427874.645, 371025.068 427903.947, 371048.308 427918.094, 371052.35 427946.386, 371090.746 427963.563, 371091.757 427995.897, 371125.101 428025.2, 371113.986 428059.555, 371098.83 428078.753, 371201.894 428106.035, 371500.984 428213.142, 371485.828 428252.549, 371479.765 428249.517, 371468.65 428272.757, 371480.775 428274.778, 371488.859 428261.643, 371520.183 428268.716, 371523.214 428264.674, 371554.537 428276.799, 371560.6 428260.632, 371618.195 428278.82, 371634.362 428244.465))",371754.935,426944.76,8187.557,2298852.811,370944.738,425959.358,372759.485,428278.82
KC,St Oswalds,28,372476581,427643562,24/09/2013,"POLYGON((373380.927 427322.559, 373314.161 427282.035, 373197.902 427312.594, 373011.888 427339.168, 372887.99 427288.678, 372822.885 427250.811, 372743.829 427214.937, 372672.745 427213.608, 372620.927 427171.091, 372530.577 427159.133, 372464.808 427167.105, 372384.091 427195.671, 372360.175 427191.685, 372311.014 427224.902, 372259.196 427235.531, 372225.315 427252.14, 372172.832 427249.482, 372123.007 427252.804, 372024.685 427228.223, 371944.965 427207.629, 371893.811 427188.363, 371840 427203.643, 371807.447 427202.314, 371756.958 427175.077, 371700.489 427133.223, 371647.342 427100.007, 371626.084 427289.674, 371621.433 427526.51, 371615.454 427680.636, 371599.51 427798.556, 371681.224 427937.402, 371740.349 427956.667, 371870.559 427992.542, 372021.031 427995.199, 372107.395 428020.444, 372282.115 428039.709, 372365.157 428081.563, 372654.476 428084.22, 372706.958 428082.891, 372758.776 428085.549, 372897.623 428125.409, 372970.367 428101.493, 373017.535 428090.863, 373023.514 428082.227, 373055.402 428039.709, 373213.514 428159.29, 373228.13 428137.367, 373230.123 428120.094, 373245.402 428118.765, 373262.011 428106.807, 373285.927 428066.947, 373354.354 428060.304, 373337.745 427896.545, 373317.815 427716.178, 373291.906 427500.601, 373279.284 427407.594, 373380.927 427322.559))",372476.581,427643.562,5335.06,1391234.454,371599.51,427100.006,373380.927,428159.289
KC2,St Oswalds,27,373049843,426936704,24/09/2013,"POLYGON((373528.409 427284.692, 373459.318 427117.279, 373424.109 427032.909, 373335.088 426819.325, 373271.976 426671.51, 373262.011 426636.965, 373258.025 426615.042, 373248.724 426587.14, 373232.116 426573.853, 373214.843 426561.23, 373167.675 426478.521, 373161.696 426471.877, 373151.731 426471.877, 372988.304 426509.08, 372886.329 426532.996, 372860.42 426533.661, 372807.273 426532.996, 372741.504 426515.724, 372714.266 426506.423, 372709.616 426517.052, 372702.308 426565.549, 372708.287 426696.423, 372709.616 426762.857, 372710.944 426799.063, 372712.273 426927.28, 372698.986 427031.912, 372689.021 427113.626, 372673.077 427214.605, 372742.832 427214.605, 372789.336 427233.87, 372887.658 427287.349, 373011.888 427337.839, 373096.923 427331.86, 373216.504 427307.279, 373313.497 427283.363, 373381.923 427321.895, 373440.717 427284.692, 373528.409 427284.692))",373049.842,426936.704,2978.992,522054.885,372673.076,426471.876,373528.408,427337.838
KD,St Oswalds,29,372799426,428332058,24/09/2013,"POLYGON((373353.688 428061.634, 373287.255 428067.613, 373248.723 428118.103, 373226.136 428116.774, 373230.122 428135.375, 373214.178 428160.62, 373058.723 428041.04, 373022.849 428087.543, 372897.289 428126.075, 372761.765 428086.214, 372369.807 428084.886, 372286.1 428041.04, 372117.359 428023.767, 372027.009 427995.865, 371871.555 427994.536, 371685.541 427940.061, 371681.555 427990.55, 371706.799 428001.179, 371713.443 428031.739, 371693.513 428080.235, 371636.38 428243.662, 371747.988 428274.221, 371746.66 428291.494, 371767.918 428295.48, 371770.576 428324.711, 371809.107 428331.354, 371811.765 428294.151, 372037.639 428339.326, 372149.911 428344.641, 372519.282 428375.2, 372502.01 428501.424, 372851.45 428624.991, 372893.968 428650.235, 373002.919 428687.438, 373068.024 428687.438, 373118.513 428694.082, 373157.045 428672.823, 373190.261 428647.578, 373219.492 428621.005, 373235.436 428597.089, 373256.695 428601.075, 373276.625 428611.704, 373307.185 428599.746, 373319.143 428627.648, 373352.359 428642.263, 373401.52 428646.249, 373448.024 428674.151, 373471.94 428720.655, 373474.597 428797.718, 373483.898 428868.138, 373582.22 428755.2, 373729.702 428585.13, 373871.87 428465.55, 373750.961 428433.662, 373685.856 428393.802, 373560.961 428302.123, 373505.157 428263.592, 373458.653 428252.963, 373432.08 428251.634, 373373.618 428256.949, 373353.688 428061.634))",372799.426,428332.058,5832.155,867204.24,371636.38,427940.06,373871.869,428868.137
LA,Clayton Le Moors,6,374652763,431686734,23/09/2013,"POLYGON((374770.941 432309.351, 374775.684 432303.422, 374782.799 432264.289, 374788.728 432250.059, 374805.33 432209.74, 374833.79 432171.2, 374868.18 432111.908, 374900.198 432024.155, 374899.012 431906.756, 374895.454 431885.411, 374855.136 431741.33, 374851.578 431729.472, 374831.419 431648.834, 374799.401 431521.948, 374789.914 431465.027, 374811.259 431311.46, 374817.188 431296.044, 374824.304 431228.451, 374832.604 431170.344, 374852.764 431047.016, 374865.808 430948.59, 374829.047 430921.316, 374741.294 430910.643, 374737.736 430949.776, 374730.621 430969.342, 374723.506 431022.705, 374716.391 431073.697, 374652.355 431135.361, 374524.284 431262.247, 374565.788 431303.752, 374540.885 431339.92, 374518.354 431362.451, 374485.151 431367.194, 374482.779 431419.372, 374480.407 431472.735, 374492.266 431507.125, 374502.938 431523.726, 374468.549 431534.399, 374462.619 431548.629, 374469.735 431561.674, 374464.991 431573.532, 374438.902 431600.807, 374423.486 431635.196, 374411.628 431654.17, 374391.468 431676.701, 374398.584 431690.931, 374391.468 431722.949, 374365.38 431712.276, 374351.15 431754.967, 374345.221 431792.321, 374339.291 431808.923, 374317.946 431889.561, 374297.787 431940.552, 374309.645 431972.57, 374372.495 432024.748, 374412.814 432035.42, 374497.009 432035.42, 374521.912 432046.093, 374566.974 432068.624, 374582.39 432099.456, 374584.762 432136.217, 374596.621 432187.209, 374622.709 432206.183, 374661.842 432219.227, 374695.046 432245.316, 374698.604 432267.847, 374691.489 432289.192, 374687.931 432305.794, 374693.86 432315.281, 374715.206 432325.953, 374736.551 432325.953, 374754.339 432321.21, 374770.941 432309.351))",374652.763,431686.733,3548.807,448334.049,374297.787,430910.642,374900.197,432325.952
LB,Clayton Le Moors,7,374239092,430730040,23/09/2013,"POLYGON((374344.627 431760.897, 374350.557 431759.712, 374368.344 431714.649, 374393.247 431722.95, 374400.362 431690.932, 374393.247 431677.888, 374419.336 431648.242, 374435.938 431603.179, 374464.398 431579.462, 374469.142 431564.046, 374463.212 431548.63, 374466.77 431537.958, 374501.159 431524.913, 374479.814 431472.736, 374482.186 431398.621, 374484.558 431366.603, 374517.761 431364.231, 374568.753 431302.567, 374523.691 431262.248, 374714.612 431077.256, 374725.285 430980.016, 374734.772 430959.264, 374738.329 430945.034, 374739.515 430911.83, 374828.454 430920.131, 374868.18 430947.405, 374874.109 430901.157, 374890.711 430769.528, 374900.198 430728.023, 374935.773 430655.687, 374989.137 430577.42, 374950.004 430532.358, 374919.171 430509.827, 374896.64 430496.783, 374875.295 430475.437, 374813.038 430447.57, 374816.595 430408.437, 374830.826 430361.003, 374842.684 430307.64, 374847.428 430285.109, 374829.64 430229.374, 374814.224 430197.356, 374799.994 430193.799, 374726.471 430202.099, 374690.895 430162.966, 374677.851 430134.506, 374624.488 430107.232, 374564.01 430085.886, 374469.142 430106.046, 374444.239 430123.833, 374401.548 430147.55, 374370.716 430164.152, 374345.813 430176.011, 374322.096 430190.241, 374303.123 430192.613, 374281.777 430202.099, 374247.388 430199.728, 374227.228 430205.657, 374201.14 430206.843, 374170.307 430191.427, 374150.148 430177.197, 374127.617 430167.71, 374121.688 430176.011, 374114.573 430171.267, 374105.086 430171.267, 374094.413 430171.267, 374081.369 430157.037, 374081.369 430139.249, 374089.67 430133.32, 374089.67 430128.577, 374100.342 430056.24, 374115.758 430045.567, 374113.387 430034.895, 374100.342 430037.266, 374082.555 430037.266, 374064.767 430036.081, 374052.908 430028.965, 374052.908 430005.248, 374049.351 429991.018, 374045.793 429981.531, 374051.723 429968.487, 374054.094 429954.257, 374048.165 429919.867, 374043.422 429894.964, 374031.563 429873.619, 374010.218 429855.831, 373986.501 429859.389, 373952.111 429874.805, 373922.465 429870.062, 373876.217 429853.46, 373839.455 429843.973, 373810.995 429851.088, 373769.49 429887.849, 373749.331 429911.566, 373757.632 429925.797, 373810.995 429908.009, 373852.5 429900.894, 373867.916 429932.912, 373860.801 429996.947, 373828.783 430017.107, 373778.977 430027.78, 373714.941 430028.965, 373666.321 430013.549, 373627.188 430001.691, 373602.286 430001.691, 373593.985 430017.107, 373584.498 430051.497, 373582.126 430109.01, 373612.958 430178.975, 373630.746 430219.294, 373610.587 430247.754, 373570.268 430273.843, 373558.409 430297.56, 373591.613 430324.834, 373639.047 430361.596, 373666.321 430397.171, 373666.321 430432.747, 373646.162 430481.367, 373630.746 430515.756, 373623.631 430569.712, 373623.631 430615.96, 373647.348 430647.978, 373652.091 430677.624, 373649.72 430708.456, 373633.118 430745.218, 373626.003 430778.422, 373633.118 430799.767, 373666.321 430817.555, 373706.64 430844.829, 373771.862 430872.104, 373827.597 430899.378, 373861.987 430930.21, 373884.518 430968.157, 373886.889 431001.954, 373886.889 431049.388, 373914.164 431100.379, 373897.562 431134.769, 373857.243 431172.716, 373848.942 431207.106, 373869.102 431264.027, 373944.996 431280.628, 373975.828 431296.044, 374019.705 431352.965, 374075.44 431387.355, 374103.9 431413.444, 374100.342 431440.718, 374060.023 431490.524, 374018.519 431527.285, 373995.988 431564.046, 374000.731 431603.179, 374025.634 431637.569, 374045.793 431648.242, 374087.298 431625.711, 374112.201 431611.48, 374139.475 431607.923, 374145.405 431623.339, 374143.033 431656.543, 374122.873 431688.561, 374097.971 431715.835, 374090.856 431740.738, 374103.9 431775.128, 374124.059 431803.588, 374144.219 431803.588, 374180.98 431788.172, 374239.087 431763.269, 374287.707 431752.597, 374328.025 431751.411, 374344.627 431760.897))",374239.092,430730.04,6810.066,1523734.235,373558.408,429843.972,374989.136,431803.587
