Polling District,Polling Station,Polling Station Postcode,Property,UPRN
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"37, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596402
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"35, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596401
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"33, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596400
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"31, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596399
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"29, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596398
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"28, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596397
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"27, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596396
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"26, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596395
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"25, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596394
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"24, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596393
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"23, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596392
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"22, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596391
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"21, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596390
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"20, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596389
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"19, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596388
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"18, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596387
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"17, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596386
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"16, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596385
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"15, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596384
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"14, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596383
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"13, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596382
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"12, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596381
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"11, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596380
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"10, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596379
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"9, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596378
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"8, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596377
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"7, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596376
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"6, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596375
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"5, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596374
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"4, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596373
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"3, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596372
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"2, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596371
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"1, CRABTREE WALK, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",100100596370
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"MIRAMONTE, TREFECHAN, MERTHYR TYDFIL, CF48 2EY",200002938258
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"24, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596425
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"22, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596424
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"20, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596423
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"18, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596422
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"16, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596421
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"15, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596420
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"14, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596419
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"13, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596418
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"12, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596417
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"11, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596416
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"10, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596415
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"9, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596414
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"8A, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596431
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"8, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596413
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"7, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596412
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"6A, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596430
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"6, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596411
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"4A, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596429
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"4, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596409
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"3A, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596428
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"3, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596408
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"2A, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596427
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"2, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596407
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"1A, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596426
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"1, HAWTHORN HILL, TREFECHAN, MERTHYR TYDFIL, CF48 2ES",100100596406
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"21, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596476
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"20, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596475
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"19, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596474
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"18, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596473
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"17, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596472
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"16, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596471
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"14, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596469
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"13, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596468
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"12, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596467
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"11, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596466
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"10, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596465
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"9, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596464
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"8, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596463
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"7, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596462
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"6, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596461
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"5, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596460
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"4, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596459
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"3, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596458
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"2, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596457
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"1, SYCAMORE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2ET",100100596456
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"16, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596361
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"15, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596360
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"14, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596359
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"13, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596358
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"12, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596357
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"11, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596356
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"10, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596355
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"9, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596354
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"8, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596353
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"7, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596352
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"6, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596351
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"5, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596350
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"4, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596349
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"3, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596348
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"2, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596347
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"1, BEECHWOOD AVENUE, TREFECHAN, MERTHYR TYDFIL, CF48 2EP",100100596346
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"35, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596455
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"33, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596454
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"31, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596453
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"27, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596451
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"25, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596450
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"23, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596449
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"21, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596448
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"19, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596447
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"17, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596446
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"15, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596445
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"13, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596444
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"12, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596443
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"11, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596442
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"10, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596441
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"9, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596440
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"8, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596439
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"7, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596438
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"6, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596437
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"5, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596436
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"4, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596435
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"3, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596434
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"2, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596433
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"1, POPLAR PLACE, TREFECHAN, MERTHYR TYDFIL, CF48 2ER",100100596432
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"71, MAPLE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2EH",100100596076
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"70, MAPLE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2EH",100100596075
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"69, MAPLE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2EH",100100596074
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"68, MAPLE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2EH",100100596073
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"67, MAPLE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2EH",100100596072
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"66, MAPLE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2EH",100100596071
KC,"TREFECHAN COMMUNITY CENTRE, 8 THE GREEN, TREFECHAN, MERTHYR TYDFIL",CF48 2EU,"65, MAPLE CRESCENT, TREFECHAN, MERTHYR TYDFIL, CF48 2EH",100100596070
